2021-05-06 00:09:30.759094,107.81
2021-05-06 00:09:52.401179,107.81
2021-05-06 00:10:15.266557,107.81
2021-05-06 00:10:38.391463,107.81
2021-05-06 00:11:01.310760,107.81
2021-05-06 00:11:24.250890,107.81
2021-05-06 00:11:47.316700,107.81
2021-05-06 00:12:10.317646,107.81
2021-05-06 00:12:33.350341,107.81
2021-05-06 00:12:56.098986,107.81
2021-05-06 00:13:41.873164,107.81
2021-05-06 00:14:04.704802,107.81
2021-05-06 00:14:27.624885,107.81
2021-05-06 00:14:50.431634,107.81
2021-05-06 00:15:13.228097,107.81
2021-05-06 00:15:36.560955,107.81
2021-05-06 00:15:59.622378,107.81
2021-05-06 00:16:22.658238,107.81
2021-05-06 00:16:45.565211,107.81
2021-05-06 00:17:08.594698,107.81
2021-05-06 00:17:31.521131,107.81
2021-05-06 00:17:54.337154,107.81
2021-05-06 00:18:17.286599,107.81
2021-05-06 00:18:40.006174,107.81
2021-05-06 00:19:02.950148,107.81
2021-05-06 00:19:25.750522,107.81
2021-05-06 00:19:48.587507,107.81
2021-05-06 00:20:11.485053,107.81
2021-05-06 00:20:34.342480,107.81
2021-05-06 00:20:57.175545,107.81
2021-05-06 00:21:19.934922,107.81
2021-05-06 00:21:42.967905,107.81
2021-05-06 00:22:05.951018,107.81
2021-05-06 00:22:29.049923,107.81
2021-05-06 00:22:51.997805,107.81
2021-05-06 00:23:14.776797,107.81
2021-05-06 00:23:37.639555,107.81
2021-05-06 00:24:00.073074,107.81
2021-05-06 00:24:22.881865,107.81
2021-05-06 00:24:45.669476,107.81
2021-05-06 00:25:08.401752,107.81
2021-05-06 00:25:31.296326,107.81
2021-05-06 00:25:54.157137,107.81
2021-05-06 00:26:17.034302,107.81
2021-05-06 00:26:40.043181,107.81
2021-05-06 00:27:03.141666,107.81
2021-05-06 00:27:26.167221,107.81
2021-05-06 00:27:49.194206,107.81
2021-05-06 00:28:12.031489,107.81
2021-05-06 00:28:35.127265,107.81
2021-05-06 00:28:58.793656,107.81
2021-05-06 00:29:21.881099,107.81
2021-05-06 00:29:45.112919,107.81
2021-05-06 00:30:07.788307,107.81
2021-05-06 00:30:30.709642,107.81
2021-05-06 00:30:53.828404,107.81
2021-05-06 00:31:16.796949,107.81
2021-05-06 00:31:39.731241,107.81
2021-05-06 00:32:02.683787,107.81
2021-05-06 00:32:25.757171,107.81
2021-05-06 00:32:48.764464,107.81
2021-05-06 00:33:11.728534,107.81
2021-05-06 00:33:34.496788,107.81
2021-05-06 00:33:57.333802,107.81
2021-05-06 00:34:20.411339,107.81
2021-05-06 00:34:43.397014,107.81
2021-05-06 00:35:06.454018,107.81
2021-05-06 00:35:29.522220,107.81
2021-05-06 00:35:52.518193,107.81
2021-05-06 00:36:15.474007,107.81
2021-05-06 00:36:38.544310,107.81
2021-05-06 00:37:01.369923,107.81
2021-05-06 00:37:24.398249,107.81
2021-05-06 00:37:47.233836,107.81
2021-05-06 00:38:09.998224,107.81
2021-05-06 00:38:33.518460,107.81
2021-05-06 00:38:56.514026,107.81
2021-05-06 00:39:19.464476,107.81
2021-05-06 00:39:42.433599,107.81
2021-05-06 00:40:05.346108,107.81
2021-05-06 00:40:29.117666,107.81
2021-05-06 00:40:52.174621,107.81
2021-05-06 00:41:15.004958,107.81
2021-05-06 00:41:37.769363,107.81
2021-05-06 00:42:00.682488,107.81
2021-05-06 00:42:23.718307,107.81
2021-05-06 00:42:46.716886,107.81
2021-05-06 00:43:09.636444,107.81
2021-05-06 00:43:32.432547,107.81
2021-05-06 00:43:55.270569,107.81
2021-05-06 00:44:18.226611,107.81
2021-05-06 00:44:41.086630,107.81
2021-05-06 00:45:03.893200,107.81
2021-05-06 00:45:26.615634,107.81
2021-05-06 00:45:49.524957,107.81
2021-05-06 00:46:12.406032,107.81
2021-05-06 00:46:35.415058,107.81
2021-05-06 00:46:58.237040,107.81
2021-05-06 00:47:21.105750,107.81
2021-05-06 00:47:44.118893,107.81
2021-05-06 00:48:07.009554,107.81
2021-05-06 00:48:30.166121,107.81
2021-05-06 00:48:53.283292,107.81
2021-05-06 00:49:16.161249,107.81
